case_id,source_year,stock_code_raw,stock_code_wind,dataset_split,official_match_status,official_match_method,official_listed_date,institution_id,security_id,selected_name,has_ipo_information,has_institution_info,has_delisted_info,official_ipo_price,official_offer_price,official_delisted_date,official_listing_board_id,official_list_method,official_industry_name,official_funds_raised,official_net_proceed,eod_available,first_eod_trade_date,listed_date_eod_relation,source_workbook,source_workbook_sha256,notes
ipo_2021_01024,2021,01024,1024.HK,development,matched,symbol+source_year+ipo,2021-02-05,10524746,201004193187,快手─W,true,true,false,115,115.0000,,P3401,全球發售,互动媒体及服务,"47,834,929,000","47,022,800,000",true,20210205,eod_starts_on_listed_date,HK_Official_Merged_565_First_with_IPO.xlsx,2cc214e1f027f44de582eddb02b13dfc2f43f57cc8c530250431ad36ed222e25,
ipo_2021_01228,2021,01228,1228.HK,development,matched,symbol+source_year+ipo,2021-12-10,10573713,201000002272,北海康成─B,true,true,false,12.18,12.1800,,P3401,全球發售,生物技术,"685,137,180","604,000,000",true,20211210,eod_starts_on_listed_date,HK_Official_Merged_565_First_with_IPO.xlsx,2cc214e1f027f44de582eddb02b13dfc2f43f57cc8c530250431ad36ed222e25,
ipo_2021_01413,2021,01413,1413.HK,development,matched,symbol+source_year+ipo,2021-03-11,10526391,201004193604,广联工程控股,true,true,false,0.54,0.5400,,P3401,股份發售,楼宇建造,"135,000,000","97,100,000",true,20210311,eod_starts_on_listed_date,HK_Official_Merged_565_First_with_IPO.xlsx,2cc214e1f027f44de582eddb02b13dfc2f43f57cc8c530250431ad36ed222e25,
ipo_2021_01473,2021,01473,1473.HK,development,matched,symbol+source_year+ipo,2021-02-19,10525174,201004193303,环联连讯,true,true,false,0.56,0.5600,,P3401,股份發售,电讯网路基建设施,"140,000,000","90,600,000",true,20210219,eod_starts_on_listed_date,HK_Official_Merged_565_First_with_IPO.xlsx,2cc214e1f027f44de582eddb02b13dfc2f43f57cc8c530250431ad36ed222e25,
ipo_2021_01491,2021,01491,1491.HK,development,matched,symbol+source_year+ipo,2021-11-12,10570668,201004208704,贝特集团控股,true,true,false,,1.00 - 1.20,,P3401,全球發售,,"137,500,000","86,100,000",false,,no_eod_coverage,HK_Official_Merged_565_First_with_IPO.xlsx,2cc214e1f027f44de582eddb02b13dfc2f43f57cc8c530250431ad36ed222e25,
ipo_2021_01927,2021,01927,1927.HK,development,matched,symbol+source_year+ipo,2021-03-16,10526393,201004193605,久久王,true,true,false,0.75,0.7500,,P3401,全球發售,包装食品,"148,500,000","79,000,000",true,20210316,eod_starts_on_listed_date,HK_Official_Merged_565_First_with_IPO.xlsx,2cc214e1f027f44de582eddb02b13dfc2f43f57cc8c530250431ad36ed222e25,
ipo_2021_01948,2021,01948,1948.HK,development,matched,symbol+source_year+ipo,2021-11-08,10570263,201004208466,UJU Holding,true,true,false,6.7,6.7000,,P3401,全球發售,广告及宣传,"804,000,000","748,500,000",true,20211108,eod_starts_on_listed_date,HK_Official_Merged_565_First_with_IPO.xlsx,2cc214e1f027f44de582eddb02b13dfc2f43f57cc8c530250431ad36ed222e25,
ipo_2021_01965,2021,01965,1965.HK,development,matched,symbol+source_year+ipo,2021-07-08,10546156,201004204525,朗诗绿色生活,true,true,false,3.18,3.1800,,P3401,全球發售,物业服务及管理,"352,232,700","291,600,000",true,20210708,eod_starts_on_listed_date,HK_Official_Merged_565_First_with_IPO.xlsx,2cc214e1f027f44de582eddb02b13dfc2f43f57cc8c530250431ad36ed222e25,
ipo_2021_02015,2021,02015,2015.HK,development,matched,symbol+source_year+ipo,2021-08-12,10496430,201004205763,理想汽车─W,true,true,false,118,118.0000,,P3401,全球發售,汽车,"13,436,624,600","13,151,900,000",true,20210812,eod_starts_on_listed_date,HK_Official_Merged_565_First_with_IPO.xlsx,2cc214e1f027f44de582eddb02b13dfc2f43f57cc8c530250431ad36ed222e25,
ipo_2021_02137,2021,02137,2137.HK,development,matched,symbol+source_year+ipo,2021-07-13,10546788,201004204664,腾盛博药─B,true,true,false,22.25,22.2500,,P3401,全球發售,生物技术,"2,788,592,500","2,627,500,000",true,20210713,eod_starts_on_listed_date,HK_Official_Merged_565_First_with_IPO.xlsx,2cc214e1f027f44de582eddb02b13dfc2f43f57cc8c530250431ad36ed222e25,
ipo_2021_02150,2021,02150,2150.HK,development,matched,symbol+source_year+ipo,2021-06-30,10545238,201004204283,奈雪的茶,true,true,false,19.8,19.8000,,P3401,全球發售,餐饮,"5,093,926,200","4,842,400,000",true,20210630,eod_starts_on_listed_date,HK_Official_Merged_565_First_with_IPO.xlsx,2cc214e1f027f44de582eddb02b13dfc2f43f57cc8c530250431ad36ed222e25,
ipo_2021_02155,2021,02155,2155.HK,development,matched,symbol+source_year+ipo,2021-06-28,10526394,201004193606,森松国际,true,true,false,2.48,2.4800,,P3401,全球發售,重型机械,"713,000,000","629,200,000",true,20210628,eod_starts_on_listed_date,HK_Official_Merged_565_First_with_IPO.xlsx,2cc214e1f027f44de582eddb02b13dfc2f43f57cc8c530250431ad36ed222e25,
ipo_2021_02160,2021,02160,2160.HK,development,matched,symbol+source_year+ipo,2021-02-04,10524749,201004193188,心通医疗─B,true,true,false,12.2,12.2000,,P3401,全球發售,医疗设备及用品,"2,884,849,000","2,717,200,000",true,20210204,eod_starts_on_listed_date,HK_Official_Merged_565_First_with_IPO.xlsx,2cc214e1f027f44de582eddb02b13dfc2f43f57cc8c530250431ad36ed222e25,
ipo_2021_02161,2021,02161,2161.HK,development,matched,symbol+source_year+ipo,2021-02-05,10524753,201004193189,健倍苗苗,true,true,false,1.2,1.2000,,P3401,公開發售,中医药,"53,623,200","53,600,000",true,20210205,eod_starts_on_listed_date,HK_Official_Merged_565_First_with_IPO.xlsx,2cc214e1f027f44de582eddb02b13dfc2f43f57cc8c530250431ad36ed222e25,
ipo_2021_02162,2021,02162,2162.HK,development,matched,symbol+source_year+ipo,2021-07-08,10503421,201004204523,康诺亚─B,true,true,false,53.3,53.3000,,P3401,全球發售,生物技术,"3,571,313,200","3,388,700,000",true,20210708,eod_starts_on_listed_date,HK_Official_Merged_565_First_with_IPO.xlsx,2cc214e1f027f44de582eddb02b13dfc2f43f57cc8c530250431ad36ed222e25,
ipo_2021_02165,2021,02165,2165.HK,development,matched,symbol+source_year+ipo,2021-07-12,10546496,201004204625,领悦服务集团,true,true,false,4.19,4.1900,,P3401,全球發售,物业服务及管理,"317,120,150","268,540,000",true,20210712,eod_starts_on_listed_date,HK_Official_Merged_565_First_with_IPO.xlsx,2cc214e1f027f44de582eddb02b13dfc2f43f57cc8c530250431ad36ed222e25,
ipo_2021_02170,2021,02170,2170.HK,development,matched,symbol+source_year+ipo,2021-02-08,10524865,201004193243,贝康医疗─B,true,true,false,27.36,27.3600,,P3401,全球發售,生物技术,"2,011,671,360","1,898,700,000",true,20210208,eod_starts_on_listed_date,HK_Official_Merged_565_First_with_IPO.xlsx,2cc214e1f027f44de582eddb02b13dfc2f43f57cc8c530250431ad36ed222e25,
ipo_2021_02171,2021,02171,2171.HK,development,matched,symbol+source_year+ipo,2021-06-18,10544512,201004203425,科济药业─B,true,true,false,32.8,32.8000,,P3401,全球發售,生物技术,"3,107,701,600","2,940,000,000",true,20210618,eod_starts_on_listed_date,HK_Official_Merged_565_First_with_IPO.xlsx,2cc214e1f027f44de582eddb02b13dfc2f43f57cc8c530250431ad36ed222e25,
ipo_2021_02175,2021,02175,2175.HK,development,matched,symbol+source_year+ipo,2021-07-16,10546810,201004204667,中国通才教育,true,true,false,3.69,3.6900,,P3401,全球發售,教育,"481,607,730","428,350,000",true,20210716,eod_starts_on_listed_date,HK_Official_Merged_565_First_with_IPO.xlsx,2cc214e1f027f44de582eddb02b13dfc2f43f57cc8c530250431ad36ed222e25,
ipo_2021_02177,2021,02177,2177.HK,development,matched,symbol+source_year+ipo,2021-07-12,10546413,201004204563,优趣汇控股,true,true,false,11.86,11.8600,,P3401,全球發售,线上零售商,"363,990,516","327,990,000",true,20210712,eod_starts_on_listed_date,HK_Official_Merged_565_First_with_IPO.xlsx,2cc214e1f027f44de582eddb02b13dfc2f43f57cc8c530250431ad36ed222e25,
ipo_2021_02185,2021,02185,2185.HK,development,matched,symbol+source_year+ipo,2021-12-23,10572487,201004209267,百心安─B,true,true,false,21.25,21.2500,,P3401,全球發售,医疗设备及用品,"508,661,250","441,700,000",true,20211223,eod_starts_on_listed_date,HK_Official_Merged_565_First_with_IPO.xlsx,2cc214e1f027f44de582eddb02b13dfc2f43f57cc8c530250431ad36ed222e25,
ipo_2021_02187,2021,02187,2187.HK,development,matched,symbol+source_year+ipo,2021-03-26,10527644,201004193985,智欣集团控股,true,true,false,1.5,1.5000,,P3401,股份發售,建筑材料,"280,500,000","241,400,000",true,20210326,eod_starts_on_listed_date,HK_Official_Merged_565_First_with_IPO.xlsx,2cc214e1f027f44de582eddb02b13dfc2f43f57cc8c530250431ad36ed222e25,
ipo_2021_02190,2021,02190,2190.HK,development,matched,symbol+source_year+ipo,2021-07-05,10504839,201004204347,归创通桥─B,true,true,false,42.7,42.7000,,P3401,全球發售,医疗设备及用品,"2,946,300,000","2,766,400,000",true,20210705,eod_starts_on_listed_date,HK_Official_Merged_565_First_with_IPO.xlsx,2cc214e1f027f44de582eddb02b13dfc2f43f57cc8c530250431ad36ed222e25,
ipo_2021_02191,2021,02191,2191.HK,development,manifest_only_placeholder,not_found,,,,,,,,,,,,,,,,true,20210517,not_applicable_unmatched,HK_Official_Merged_565_First_with_IPO.xlsx,2cc214e1f027f44de582eddb02b13dfc2f43f57cc8c530250431ad36ed222e25,official master match unavailable
ipo_2021_02192,2021,02192,2192.HK,development,matched,symbol+source_year+ipo,2021-07-15,10546843,201004204669,医脉通,true,true,false,27.2,27.2000,,P3401,全球發售,医疗及医学美容服务,"4,845,557,600","4,607,000,000",true,20210715,eod_starts_on_listed_date,HK_Official_Merged_565_First_with_IPO.xlsx,2cc214e1f027f44de582eddb02b13dfc2f43f57cc8c530250431ad36ed222e25,
ipo_2021_02195,2021,02195,2195.HK,development,matched,symbol+source_year+ipo,2021-03-31,10528083,201004194163,盈汇企业控股,true,true,false,0.56,0.5600,,P3401,股份發售,楼宇建造,"140,000,000","91,000,000",true,20210331,eod_starts_on_listed_date,HK_Official_Merged_565_First_with_IPO.xlsx,2cc214e1f027f44de582eddb02b13dfc2f43f57cc8c530250431ad36ed222e25,
ipo_2021_02197,2021,02197,2197.HK,development,matched,symbol+source_year+ipo,2021-11-05,10570224,201004208423,三叶草生物─B,true,true,false,13.38,13.3800,,P3401,全球發售,生物技术,"2,007,000,000","1,870,200,000",true,20211105,eod_starts_on_listed_date,HK_Official_Merged_565_First_with_IPO.xlsx,2cc214e1f027f44de582eddb02b13dfc2f43f57cc8c530250431ad36ed222e25,
ipo_2021_02205,2021,02205,2205.HK,development,matched,symbol+source_year+ipo,2021-07-16,10546499,201004204626,康桥悦生活,true,true,false,3.68,3.6800,,P3401,全球發售,物业服务及管理,"644,000,000","582,500,000",true,20210716,eod_starts_on_listed_date,HK_Official_Merged_565_First_with_IPO.xlsx,2cc214e1f027f44de582eddb02b13dfc2f43f57cc8c530250431ad36ed222e25,
ipo_2021_02207,2021,02207,2207.HK,development,matched,symbol+source_year+ipo,2021-07-16,10546824,201004204668,融信服务,true,true,true,,4.8800,2025-03-19,P3401,全球發售,物业服务及管理,"649,547,520","596,500,000",true,20210716,eod_starts_on_listed_date,HK_Official_Merged_565_First_with_IPO.xlsx,2cc214e1f027f44de582eddb02b13dfc2f43f57cc8c530250431ad36ed222e25,
ipo_2021_02209,2021,02209,2209.HK,development,matched,symbol+source_year+ipo,2021-07-09,10546414,201004204564,YesAsia Holdings,true,true,false,3.28,3.2800,,P3401,全球發售,线上零售商,"131,032,720","92,300,000",true,20210709,eod_starts_on_listed_date,HK_Official_Merged_565_First_with_IPO.xlsx,2cc214e1f027f44de582eddb02b13dfc2f43f57cc8c530250431ad36ed222e25,
ipo_2021_02210,2021,02210,2210.HK,development,matched,symbol+source_year+ipo,2021-11-10,10570511,201004208665,京城佳业,true,true,false,8.28,8.2800,,P3401,全球發售,物业服务及管理,"303,604,416","246,910,000",true,20211110,eod_starts_on_listed_date,HK_Official_Merged_565_First_with_IPO.xlsx,2cc214e1f027f44de582eddb02b13dfc2f43f57cc8c530250431ad36ed222e25,
ipo_2021_02215,2021,02215,2215.HK,development,matched,symbol+source_year+ipo,2021-07-15,10546494,201004204624,德信服务集团,true,true,false,3.06,3.0600,,P3401,全球發售,物业服务及管理,"816,564,060","748,200,000",true,20210715,eod_starts_on_listed_date,HK_Official_Merged_565_First_with_IPO.xlsx,2cc214e1f027f44de582eddb02b13dfc2f43f57cc8c530250431ad36ed222e25,
ipo_2021_02216,2021,02216,2216.HK,development,matched,symbol+source_year+ipo,2021-09-24,10563439,201004207043,Broncus-B,true,true,false,18.7,18.7000,,P3401,全球發售,医疗设备及用品,"1,670,938,500","1,552,400,000",true,20210924,eod_starts_on_listed_date,HK_Official_Merged_565_First_with_IPO.xlsx,2cc214e1f027f44de582eddb02b13dfc2f43f57cc8c530250431ad36ed222e25,
ipo_2021_02217,2021,02217,2217.HK,development,matched,symbol+source_year+ipo,2021-10-07,10567925,201004207365,谭仔国际,true,true,true,,3.3300,2025-08-20,P3401,全球發售,餐饮,"1,115,576,640","1,041,800,000",true,20211007,eod_starts_on_listed_date,HK_Official_Merged_565_First_with_IPO.xlsx,2cc214e1f027f44de582eddb02b13dfc2f43f57cc8c530250431ad36ed222e25,
ipo_2021_02219,2021,02219,2219.HK,development,matched,symbol+source_year+ipo,2021-07-07,10545783,201004204463,朝聚眼科,true,true,false,10.6,10.6000,,P3401,全球發售,医疗及医学美容服务,"2,025,183,000","1,561,800,000",true,20210707,eod_starts_on_listed_date,HK_Official_Merged_565_First_with_IPO.xlsx,2cc214e1f027f44de582eddb02b13dfc2f43f57cc8c530250431ad36ed222e25,
ipo_2021_02235,2021,02235,2235.HK,development,matched,symbol+source_year+ipo,2021-10-19,10416313,201004208003,微泰医疗─B,true,true,false,30.5,30.5000,,P3401,全球發售,医疗设备及用品,"2,005,149,300","1,880,400,000",true,20211019,eod_starts_on_listed_date,HK_Official_Merged_565_First_with_IPO.xlsx,2cc214e1f027f44de582eddb02b13dfc2f43f57cc8c530250431ad36ed222e25,
ipo_2021_02250,2021,02250,2250.HK,development,matched,symbol+next_year+ipo,2022-01-17,10578423,201004210508,德盈控股,true,true,false,2.05,2.0500,,P3401,全球發售,广告及宣传,"246,000,000","206,800,000",true,20220117,eod_starts_on_listed_date,HK_Official_Merged_565_First_with_IPO.xlsx,2cc214e1f027f44de582eddb02b13dfc2f43f57cc8c530250431ad36ed222e25,
ipo_2021_02251,2021,02251,2251.HK,development,matched,symbol+source_year+ipo,2021-11-05,10489244,201004208465,鹰瞳科技─B,true,true,false,75.1,75.1000,,P3401,全球發售,医疗设备及用品,"1,672,266,720","1,566,400,000",true,20211105,eod_starts_on_listed_date,HK_Official_Merged_565_First_with_IPO.xlsx,2cc214e1f027f44de582eddb02b13dfc2f43f57cc8c530250431ad36ed222e25,
ipo_2021_02252,2021,02252,2252.HK,development,matched,symbol+source_year+ipo,2021-11-02,10479630,201004208283,微创机器人─B,true,true,false,43.2,43.2000,,P3401,全球發售,医疗设备及用品,"1,798,416,000","1,682,600,000",true,20211102,eod_starts_on_listed_date,HK_Official_Merged_565_First_with_IPO.xlsx,2cc214e1f027f44de582eddb02b13dfc2f43f57cc8c530250431ad36ed222e25,
ipo_2021_02256,2021,02256,2256.HK,development,matched,symbol+source_year+ipo,2021-10-13,10568729,201004207845,和誉─B,true,true,false,12.46,12.4600,,P3401,全球發售,生物技术,"1,754,966,080","1,606,320,000",true,20211015,eod_starts_after_listed_date,HK_Official_Merged_565_First_with_IPO.xlsx,2cc214e1f027f44de582eddb02b13dfc2f43f57cc8c530250431ad36ed222e25,
ipo_2021_02257,2021,02257,2257.HK,development,matched,symbol+source_year+ipo,2021-12-30,10576023,201004210225,圣诺医药-B,true,true,false,65.9,65.9000,,P3401,全球發售,生物技术,"561,036,355","459,850,000",true,20211230,eod_starts_on_listed_date,HK_Official_Merged_565_First_with_IPO.xlsx,2cc214e1f027f44de582eddb02b13dfc2f43f57cc8c530250431ad36ed222e25,
ipo_2021_02260,2021,02260,2260.HK,development,matched,symbol+next_year+ipo,2022-01-11,10578323,201004210463,环龙控股,true,true,false,1.22,1.2200,,P3401,全球發售,工业零件及器材,"143,523,240","97,000,000",true,20220111,eod_starts_on_listed_date,HK_Official_Merged_565_First_with_IPO.xlsx,2cc214e1f027f44de582eddb02b13dfc2f43f57cc8c530250431ad36ed222e25,
ipo_2021_02265,2021,02265,2265.HK,development,matched,symbol+source_year+ipo,2021-11-12,10570514,201004208666,鸿承环保科技,true,true,false,1.02,1.0200,,P3401,全球發售,环保工程,"255,000,000","215,600,000",true,20211112,eod_starts_on_listed_date,HK_Official_Merged_565_First_with_IPO.xlsx,2cc214e1f027f44de582eddb02b13dfc2f43f57cc8c530250431ad36ed222e25,
ipo_2021_02270,2021,02270,2270.HK,development,matched,symbol+source_year+ipo,2021-12-17,10573718,201004209683,德商产投服务,true,true,false,1.11,1.1100,,P3401,全球發售,物业服务及管理,"181,294,080","142,800,000",true,20211217,eod_starts_on_listed_date,HK_Official_Merged_565_First_with_IPO.xlsx,2cc214e1f027f44de582eddb02b13dfc2f43f57cc8c530250431ad36ed222e25,
ipo_2021_02273,2021,02273,2273.HK,development,matched,symbol+source_year+ipo,2021-12-10,10573717,201004209675,固生堂,true,true,false,29,29.0000,,P3401,全球發售,医疗及医学美容服务,"808,462,000","705,100,000",true,20211210,eod_starts_on_listed_date,HK_Official_Merged_565_First_with_IPO.xlsx,2cc214e1f027f44de582eddb02b13dfc2f43f57cc8c530250431ad36ed222e25,
ipo_2021_02276,2021,02276,2276.HK,development,matched,symbol+source_year+ipo,2021-12-16,10474471,201004209673,康耐特光学,true,true,false,4.46,4.4600,,P3401,全球發售,医疗设备及用品,"542,336,000","473,500,000",true,20211216,eod_starts_on_listed_date,HK_Official_Merged_565_First_with_IPO.xlsx,2cc214e1f027f44de582eddb02b13dfc2f43f57cc8c530250431ad36ed222e25,
ipo_2021_02279,2021,02279,2279.HK,development,matched,symbol+source_year+ipo,2021-12-13,10573789,201004209723,雍禾医疗,true,true,false,15.8,15.8000,,P3401,全球發售,医疗及医学美容服务,"1,604,466,300","1,464,200,000",true,20211213,eod_starts_on_listed_date,HK_Official_Merged_565_First_with_IPO.xlsx,2cc214e1f027f44de582eddb02b13dfc2f43f57cc8c530250431ad36ed222e25,
ipo_2021_02285,2021,02285,2285.HK,development,matched,symbol+source_year+ipo,2021-12-30,10575101,201004210183,泉峰控股,true,true,false,43.6,43.6000,,P3401,全球發售,家庭电器,"3,605,868,240","3,409,850,000",true,20211230,eod_starts_on_listed_date,HK_Official_Merged_565_First_with_IPO.xlsx,2cc214e1f027f44de582eddb02b13dfc2f43f57cc8c530250431ad36ed222e25,
ipo_2021_02378,2021,02378,2378.HK,development,matched,symbol+source_year+ipo,2021-10-04,103069,201000002501,保诚,true,false,false,143.8,143.8000,,P3401,股份發售,,"18,806,214,330","18,500,000,000",true,20200102,eod_starts_before_listed_date,HK_Official_Merged_565_First_with_IPO.xlsx,2cc214e1f027f44de582eddb02b13dfc2f43f57cc8c530250431ad36ed222e25,
ipo_2021_02518,2021,02518,2518.HK,development,matched,symbol+source_year+ipo,2021-03-15,10135553,201004193725,汽车之家─S,true,true,false,176.3,176.3000,,P3401,全球發售,线上零售商,"5,340,338,560","4,245,600,000",true,20210315,eod_starts_on_listed_date,HK_Official_Merged_565_First_with_IPO.xlsx,2cc214e1f027f44de582eddb02b13dfc2f43f57cc8c530250431ad36ed222e25,
ipo_2021_02618,2021,02618,2618.HK,development,matched,symbol+source_year+ipo,2021-05-28,10542624,201000002516,京东物流,true,true,false,40.36,40.3600,,P3401,全球發售,采购及供应链管理,"28,273,588,564","27,745,000,000",true,20210528,eod_starts_on_listed_date,HK_Official_Merged_565_First_with_IPO.xlsx,2cc214e1f027f44de582eddb02b13dfc2f43f57cc8c530250431ad36ed222e25,
ipo_2021_03658,2021,03658,3658.HK,development,matched,symbol+source_year+ipo,2021-05-25,10542203,201004202524,新希望服务,true,true,false,3.8,3.8000,,P3401,全球發售,物业服务及管理,"813,678,800","758,800,000",true,20210525,eod_starts_on_listed_date,HK_Official_Merged_565_First_with_IPO.xlsx,2cc214e1f027f44de582eddb02b13dfc2f43f57cc8c530250431ad36ed222e25,
ipo_2021_06127,2021,06127,6127.HK,development,matched,symbol+source_year+ipo,2021-02-26,10147074,201004193487,昭衍新药,true,true,false,151,151.0000,,P3401,全球發售,生物技术,"6,548,206,000","6,292,000,000",true,20210226,eod_starts_on_listed_date,HK_Official_Merged_565_First_with_IPO.xlsx,2cc214e1f027f44de582eddb02b13dfc2f43f57cc8c530250431ad36ed222e25,
ipo_2021_06601,2021,06601,6601.HK,development,matched,symbol+source_year+ipo,2021-03-10,10526398,201004193607,朝云集团,true,true,false,9.2,9.2000,,P3401,全球發售,家居消耗品,"3,066,668,200","2,888,400,000",true,20210310,eod_starts_on_listed_date,HK_Official_Merged_565_First_with_IPO.xlsx,2cc214e1f027f44de582eddb02b13dfc2f43f57cc8c530250431ad36ed222e25,
ipo_2021_06606,2021,06606,6606.HK,development,matched,symbol+source_year+ipo,2021-02-18,10525508,201004193405,诺辉健康─B,true,true,true,26.66,26.6600,2025-10-27,P3401,全球發售,医疗设备及用品,"2,348,413,000","2,190,500,000",true,20210218,eod_starts_on_listed_date,HK_Official_Merged_565_First_with_IPO.xlsx,2cc214e1f027f44de582eddb02b13dfc2f43f57cc8c530250431ad36ed222e25,
ipo_2021_06608,2021,06608,6608.HK,development,matched,symbol+source_year+ipo,2021-03-31,10528084,201004194164,百融云-W,true,true,false,31.8,31.8000,,P3401,全球發售,应用软件,"3,937,555,500","3,759,000,000",true,20210331,eod_starts_on_listed_date,HK_Official_Merged_565_First_with_IPO.xlsx,2cc214e1f027f44de582eddb02b13dfc2f43f57cc8c530250431ad36ed222e25,
ipo_2021_06609,2021,06609,6609.HK,development,matched,symbol+source_year+ipo,2021-08-20,10554724,201004205983,心玮医疗─B,true,true,false,171,171.0000,,P3401,全球發售,医疗设备及用品,"1,128,916,350","1,014,800,000",true,20210820,eod_starts_on_listed_date,HK_Official_Merged_565_First_with_IPO.xlsx,2cc214e1f027f44de582eddb02b13dfc2f43f57cc8c530250431ad36ed222e25,
ipo_2021_06611,2021,06611,6611.HK,development,matched,symbol+source_year+ipo,2021-07-19,10546784,201004204663,三巽集团,true,true,false,4.75,4.7500,,P3401,全球發售,地产发展商,"857,512,750","773,500,000",true,20210719,eod_starts_on_listed_date,HK_Official_Merged_565_First_with_IPO.xlsx,2cc214e1f027f44de582eddb02b13dfc2f43f57cc8c530250431ad36ed222e25,
ipo_2021_06616,2021,06616,6616.HK,development,matched,symbol+source_year+ipo,2021-07-16,10546796,201004204665,环球新材国际,true,true,false,3.25,3.2500,,P3401,全球發售,特殊化工用品,"1,039,161,500","970,200,000",true,20210716,eod_starts_on_listed_date,HK_Official_Merged_565_First_with_IPO.xlsx,2cc214e1f027f44de582eddb02b13dfc2f43f57cc8c530250431ad36ed222e25,
ipo_2021_06622,2021,06622,6622.HK,development,matched,symbol+source_year+ipo,2021-04-29,10535939,201004194803,兆科眼科─B,true,true,false,16.8,16.8000,,P3401,全球發售,药品,"2,075,934,000","1,941,600,000",true,20210429,eod_starts_on_listed_date,HK_Official_Merged_565_First_with_IPO.xlsx,2cc214e1f027f44de582eddb02b13dfc2f43f57cc8c530250431ad36ed222e25,
ipo_2021_06626,2021,06626,6626.HK,development,matched,symbol+source_year+ipo,2021-06-28,10545006,201004204206,越秀服务,true,true,false,4.88,4.8800,,P3401,全球發售,物业服务及管理,"2,015,784,040","1,926,400,000",true,20210628,eod_starts_on_listed_date,HK_Official_Merged_565_First_with_IPO.xlsx,2cc214e1f027f44de582eddb02b13dfc2f43f57cc8c530250431ad36ed222e25,
ipo_2021_06628,2021,06628,6628.HK,development,matched,symbol+source_year+ipo,2021-09-29,10567008,201004207089,创胜集团-B,true,true,false,16,16.0000,,P3401,全球發售,生物技术,"645,280,000","574,400,000",true,20210929,eod_starts_on_listed_date,HK_Official_Merged_565_First_with_IPO.xlsx,2cc214e1f027f44de582eddb02b13dfc2f43f57cc8c530250431ad36ed222e25,
ipo_2021_06633,2021,06633,6633.HK,development,matched,symbol+source_year+ipo,2021-12-16,10574023,201004209863,青瓷游戏,true,true,false,11.2,11.2000,,P3401,全球發售,游戏软件,"1,022,901,600","931,500,000",true,20211216,eod_starts_on_listed_date,HK_Official_Merged_565_First_with_IPO.xlsx,2cc214e1f027f44de582eddb02b13dfc2f43f57cc8c530250431ad36ed222e25,
ipo_2021_06668,2021,06668,6668.HK,development,matched,symbol+source_year+ipo,2021-01-26,10524106,201004193027,星盛商业,true,true,false,3.86,3.8600,,P3401,全球發售,物业服务及管理,"1,044,670,400","959,100,000",true,20210126,eod_starts_on_listed_date,HK_Official_Merged_565_First_with_IPO.xlsx,2cc214e1f027f44de582eddb02b13dfc2f43f57cc8c530250431ad36ed222e25,
ipo_2021_06669,2021,06669,6669.HK,development,matched,symbol+source_year+ipo,2021-08-24,10555358,201004206043,先瑞达医疗─B,true,true,false,23.8,23.8000,,P3401,全球發售,医疗设备及用品,"1,633,465,400","1,529,000,000",true,20210824,eod_starts_on_listed_date,HK_Official_Merged_565_First_with_IPO.xlsx,2cc214e1f027f44de582eddb02b13dfc2f43f57cc8c530250431ad36ed222e25,
ipo_2021_06680,2021,06680,6680.HK,development,matched,symbol+next_year+ipo,2022-01-14,10289112,201004210563,金力永磁,true,true,false,33.8,33.8000,,P3401,全球發售,其他金属及矿物,"4,240,750,800","4,045,200,000",true,20220114,eod_starts_on_listed_date,HK_Official_Merged_565_First_with_IPO.xlsx,2cc214e1f027f44de582eddb02b13dfc2f43f57cc8c530250431ad36ed222e25,
ipo_2021_06699,2021,06699,6699.HK,development,matched,symbol+source_year+ipo,2021-06-16,10544143,201004203283,时代天使,true,true,false,173,173.0000,,P3401,全球發售,医疗及医学美容服务,"3,348,242,000","3,139,000,000",true,20210616,eod_starts_on_listed_date,HK_Official_Merged_565_First_with_IPO.xlsx,2cc214e1f027f44de582eddb02b13dfc2f43f57cc8c530250431ad36ed222e25,
ipo_2021_06821,2021,06821,6821.HK,development,matched,symbol+source_year+ipo,2021-12-10,10121460,201004209676,凯莱英医药,true,true,false,388,388.0000,,P3401,全球發售,药品,"7,636,189,200","7,323,500,000",true,20211210,eod_starts_on_listed_date,HK_Official_Merged_565_First_with_IPO.xlsx,2cc214e1f027f44de582eddb02b13dfc2f43f57cc8c530250431ad36ed222e25,
ipo_2021_06909,2021,06909,6909.HK,development,matched,symbol+source_year+ipo,2021-07-15,10546798,201004204666,百得利控股,true,true,false,4.4,4.4000,,P3401,全球發售,汽车零售商,"759,000,000","724,400,000",true,20210715,eod_starts_on_listed_date,HK_Official_Merged_565_First_with_IPO.xlsx,2cc214e1f027f44de582eddb02b13dfc2f43f57cc8c530250431ad36ed222e25,
ipo_2021_06913,2021,06913,6913.HK,development,matched,symbol+source_year+ipo,2021-07-13,10546871,201004204670,华南职业教育,true,true,false,1.59,1.5900,,P3401,全球發售,教育,"531,060,000","457,100,000",true,20210713,eod_starts_on_listed_date,HK_Official_Merged_565_First_with_IPO.xlsx,2cc214e1f027f44de582eddb02b13dfc2f43f57cc8c530250431ad36ed222e25,
