archive,file,size,compressed_size,parse_status,page_count,chunk_count,blank_page_count,error_type
2025_116份.zip,02693_25-11-2025_金岩高嶺新材_全球發售.pdf,30370382,26872284,success,860,860,0,
2025_116份.zip,02695_12-12-2025_印象大紅袍_全球發售.pdf,16822946,14363746,success,634,632,2,
2025_116份.zip,02698_31-10-2025_樂舒適_全球發售.pdf,17132537,13388036,success,631,630,1,
2025_116份.zip,02718_23-10-2025_明略科技－Ｗ_全球發售.pdf,13697404,9407741,success,781,781,0,
2025_116份.zip,02788_14-11-2025_創新實業_全球發售.pdf,10180867,7518924,success,654,654,0,
2025_116份.zip,02865_28-04-2025_鈞達股份_全球發售.pdf,10040616,7924308,success,712,712,0,
2025_116份.zip,03288_11-06-2025_海天味業_全球發售.pdf,10930723,8908147,success,562,562,0,
2025_116份.zip,03317_18-12-2025_迅策_全球發售.pdf,6361162,5694074,success,552,551,1,
2025_116份.zip,03378_15-12-2025_翰思艾泰－Ｂ_全球發售.pdf,12228252,7368425,success,704,704,0,
2025_116份.zip,03636_31-12-2025_金潯資源_全球發售.pdf,6405780,4440899,success,576,576,0,
2025_116份.zip,03677_03-04-2025_正力新能_全球發售.pdf,8061755,5037153,success,692,692,0,
2025_116份.zip,03696_18-12-2025_英矽智能_全球發售.pdf,28848316,25295689,success,672,671,1,
2025_116份.zip,03750_12-05-2025_寧德時代_全球發售.pdf,6265958,3753807,success,626,626,0,
2025_116份.zip,03858_20-08-2025_佳鑫國際資源_全球發售.pdf,35978868,29577460,success,955,954,1,
2025_116份.zip,03880_20-06-2025_泰德醫藥_全球發售.pdf,8317428,5503449,success,571,571,0,
2025_116份.zip,03881_11-12-2025_希迪智駕_全球發售.pdf,15061309,12553908,success,806,806,0,
2025_116份.zip,03887_09-12-2025_HASHKEY HLDGS_全球發售.pdf,7334654,5414079,success,684,684,0,
2025_116份.zip,03986_31-12-2025_兆易創新_全球發售.pdf,13385267,12109773,success,603,602,1,
2025_116份.zip,06031_20-10-2025_三一重工_全球發售.pdf,14018891,8860291,success,906,905,1,
2025_116份.zip,06082_22-12-2025_壁仞科技_全球發售.pdf,9057767,5511742,success,663,662,1,
2025_116份.zip,06090_15-09-2025_不同集團_全球發售.pdf,11342648,8850756,success,573,572,1,
2025_116份.zip,06166_20-10-2025_劍橋科技_全球發售.pdf,11453593,8771724,success,623,623,0,
2025_116份.zip,06168_18-06-2025_周六福_全球發售.pdf,13281645,12184443,success,663,662,1,
2025_116份.zip,06600_18-12-2025_臥安機器人_全球發售.pdf,16824364,14568775,success,680,680,0,
2025_116份.zip,06603_20-06-2025_IFBH_全球發售.pdf,16490598,13186395,success,527,527,0,
2025_116份.zip,06613_30-06-2025_藍思科技_全球發售.pdf,8568812,7584318,success,561,561,0,
2025_116份.zip,06651_18-12-2025_五一視界_全球發售.pdf,8147437,6354328,success,581,580,1,
2025_116份.zip,06687_13-10-2025_聚水潭_全球發售.pdf,10856213,8032546,success,572,571,1,
2025_116份.zip,06693_28-02-2025_赤峰黃金_全球發售.pdf,36992586,26454505,success,2093,2093,0,
2025_116份.zip,06831_08-05-2025_綠茶集團_全球發售.pdf,13604546,12185222,success,506,506,0,
2025_116份.zip,06883_18-06-2025_穎通控股_全球發售.pdf,9041510,4449295,success,610,610,0,
2025_116份.zip,06938_31-12-2025_瑞博生物－Ｂ_全球發售.pdf,22776332,19081768,success,732,730,2,
2025_116份.zip,06960_18-08-2025_雙登股份_全球發售.pdf,9231294,7126788,success,694,693,1,
2025_116份.zip,06980_20-10-2025_八馬茶業_全球發售.pdf,18083073,14262297,success,690,690,0,
2025_116份.zip,07618_03-12-2025_京東工業_全球發售.pdf,44009486,42133972,success,565,564,1,
2025_116份.zip,08610_31-12-2025_BBSB INTL_股份發售.pdf,18474339,17172966,success,515,515,0,
2025_116份.zip,09606_07-04-2025_映恩生物－Ｂ_全球發售.pdf,13880686,9071016,success,703,701,2,
2025_116份.zip,09609_20-11-2025_海偉股份_全球發售.pdf,7564482,5989664,success,488,488,0,
2025_116份.zip,09678_20-06-2025_雲知聲_全球發售.pdf,8775812,6295714,success,565,564,1,
2025_116份.zip,09881_30-05-2025_容大科技_全球發售.pdf,13557654,7068865,success,642,641,1,
2025_116份.zip,09887_17-07-2025_維立志博－Ｂ_全球發售.pdf,13582930,9390177,success,746,746,0,
2025_116份.zip,09903_30-12-2025_天數智芯_全球發售.pdf,7170903,5496441,success,606,606,0,
2025_116份.zip,09927_27-10-2025_賽力斯_全球發售.pdf,8510035,6870803,success,617,616,1,
2025_116份.zip,09973_17-09-2025_奇瑞汽車_全球發售.pdf,11951117,9401059,success,725,724,1,
