run_id,category,status,primary_summary,selected_mode,case_count,m1_numerator,m1_denominator,m1,m2_numerator,m2_denominator,m2,real_llm_case_count,structured_scope_valid_count,call_count,fallback_count,transport_failure_count,response_validation_failure_count,validation_opened,blind_2025_outcome_accessed,summary_artifact_count
forensics/batch052_all79_root_refresh,forensics,complete,forensic_summary.json,,,,,,,,,,,,,,,,,1
forensics/batch054_all79_root_refresh_v2,forensics,complete,forensic_summary.json,,,,,,,,,,,,,,,,,1
forensics/batch056_all79_root_refresh,forensics,complete,forensic_summary.json,,,,,,,,,,,,,,,,,1
forensics/batch060_all79_root_refresh,forensics,complete,forensic_summary.json,,,,,,,,,,,,,,,,,1
forensics/batch062_all79_root_refresh,forensics,complete,forensic_summary.json,,,,,,,,,,,,,,,,,1
forensics/batch067b_all79_root_refresh,forensics,complete,forensic_summary.json,,,,,,,,,,,,,,,,,1
forensics/forensic_002,forensics,complete,forensic_summary.json,,,,,,,,,,,,,,,,,1
forensics/forensic_003,forensics,complete,forensic_summary.json,,,,,,,,,,,,,,,,,1
forensics/forensic_004,forensics,complete,forensic_summary.json,,,,,,,,,,,,,,,,,1
forensics/forensic_005,forensics,complete,forensic_summary.json,,,,,,,,,,,,,,,,,1
forensics/forensic_006,forensics,complete,forensic_summary.json,,,,,,,,,,,,,,,,,1
forensics/forensic_007,forensics,complete,forensic_summary.json,,,,,,,,,,,,,,,,,1
forensics/forensic_008,forensics,complete,forensic_summary.json,,,,,,,,,,,,,,,,,1
forensics/forensic_009,forensics,complete,forensic_summary.json,,,,,,,,,,,,,,,,,1
forensics/forensic_010,forensics,complete,forensic_summary.json,,,,,,,,,,,,,,,,,1
forensics/forensic_011,forensics,complete,forensic_summary.json,,,,,,,,,,,,,,,,,1
forensics/forensic_012,forensics,complete,forensic_summary.json,,,,,,,,,,,,,,,,,1
forensics/forensic_012_all79,forensics,complete,forensic_summary.json,,,,,,,,,,,,,,,,,1
forensics/forensic_012_all79/period_selection,forensics,complete,period_selection_audit_summary.json,,,,,,,,,,,,,,,False,,1
forensics/forensic_013,forensics,complete,forensic_summary.json,,,,,,,,,,,,,,,,,1
forensics/forensic_013_all79_governed_concentration,forensics,complete,forensic_summary.json,,,,,,,,,,,,,,,,,1
forensics/forensic_013_all79_governed_concentration/concentration_formation,forensics,complete,concentration_formation_summary.json,,,,,,,,,,,,,,,False,,1
forensics/forensic_013_all79_governed_concentration/concentration_formation_v2,forensics,complete,concentration_formation_summary.json,,,,,,,,,,,,,,,False,,1
forensics/forensic_013_all79_governed_concentration/period_selection,forensics,complete,period_selection_audit_summary.json,,,,,,,,,,,,,,,False,,1
forensics/forensic_014,forensics,complete,forensic_summary.json,,,,,,,,,,,,,,,,,1
forensics/forensic_014_all79_concentration_bundle,forensics,complete,forensic_summary.json,,,,,,,,,,,,,,,,,1
forensics/forensic_014_all79_concentration_bundle/concentration_formation,forensics,complete,concentration_formation_summary.json,,,,,,,,,,,,,,,False,,1
forensics/forensic_015_all79_cash_customer,forensics,complete,financial_conversion_summary.json,,,,,,,,,,,,,,,False,False,1
forensics/forensic_015b_all79_baseline,forensics,complete,financial_conversion_summary.json,,,,,,,,,,,,,,,False,False,1
forensics/forensic_015c_all79_baseline_fullneg,forensics,complete,financial_conversion_summary.json,,,,,,,,,,,,,,,False,False,1
forensics/forensic_016_all79_cash_authority,forensics,complete,financial_conversion_summary.json,,,,,,,,,,,,,,,False,False,1
forensics/forensic_017_all79_cash_equivalence,forensics,complete,financial_conversion_summary.json,,,,,,,,,,,,,,,False,False,1
forensics/forensic_017b_all79_cash_equivalence_fullneg,forensics,complete,financial_conversion_summary.json,,,,,,,,,,,,,,,False,False,1
forensics/forensic_018_all79_cash_threshold,forensics,complete,financial_conversion_summary.json,,,,,,,,,,,,,,,False,False,1
forensics/forensic_019_fresh20_cash_bundle,forensics,complete,financial_conversion_summary.json,,,,,,,,,,,,,,,False,False,1
forensics/forensic_020_all79_concentration_current,forensics,complete,concentration_formation_summary.json,,,,,,,,,,,,,,,False,,1
forensics/forensic_021_structural_filter,forensics,complete,concentration_formation_summary.json,,,,,,,,,,,,,,,False,,1
forensics/forensic_022_structural_value_filter,forensics,complete,concentration_formation_summary.json,,,,,,,,,,,,,,,False,,1
forensics/forensic_023_structural_value_filter,forensics,complete,concentration_formation_summary.json,,,,,,,,,,,,,,,False,,1
forensics/forensic_024_all79_structural_filter,forensics,complete,financial_conversion_summary.json,,,,,,,,,,,,,,,False,False,1
forensics/forensic_025_dual_series_suffix,forensics,complete,concentration_formation_summary.json,,,,,,,,,,,,,,,False,,1
forensics/forensic_026_dual_series_suffix_narrowed,forensics,complete,concentration_formation_summary.json,,,,,,,,,,,,,,,False,,1
forensics/forensic_027_all79_dual_series_suffix,forensics,complete,financial_conversion_summary.json,,,,,,,,,,,,,,,False,False,1
forensics/forensic_028_companion_occurrence_pair,forensics,complete,concentration_formation_summary.json,,,,,,,,,,,,,,,False,,1
forensics/forensic_029_companion_occurrence_reconciled,forensics,complete,concentration_formation_summary.json,,,,,,,,,,,,,,,False,,1
forensics/forensic_030_all79_companion_occurrence,forensics,complete,financial_conversion_summary.json,,,,,,,,,,,,,,,False,False,1
forensics/forensic_031_enumerated_prefix,forensics,complete,concentration_formation_summary.json,,,,,,,,,,,,,,,False,,1
forensics/forensic_032_all79_enumerated_prefix,forensics,complete,financial_conversion_summary.json,,,,,,,,,,,,,,,False,False,1
forensics/forensic_033_equivalent_concentration_evidence,forensics,complete,concentration_formation_summary.json,,,,,,,,,,,,,,,False,,1
forensics/forensic_034_all79_equivalent_concentration_evidence,forensics,complete,financial_conversion_summary.json,,,,,,,,,,,,,,,False,False,1
forensics/forensic_035_all79_root_refresh,forensics,complete,forensic_summary.json,,,,,,,,,,,,,,,,,1
forensics/forensic_036_all79_cash_flow_labels,forensics,complete,financial_conversion_summary.json,,,,,,,,,,,,,,,False,False,1
forensics/forensic_037_all79_partial_concentration_evidence,forensics,complete,financial_conversion_summary.json,,,,,,,,,,,,,,,False,False,1
forensics/forensic_047_all79_root_refresh,forensics,complete,forensic_summary.json,,,,,,,,,,,,,,,,,1
overnight,overnight,preflight_only,,,,,,,,,,,,,,,,,,2
overnight/final/overnight_final_001,overnight,complete,ablation_summary.json,gated,10,9,30,0.3,13,48,0.2708333333333333,10,37,40,3,0,3,False,False,5
overnight/final/overnight_final_001_forensics,overnight,complete,forensic_summary.json,,,,,,,,,,,,,,,,,1
overnight/replays/fixed_journal_012_full,overnight,complete,ablation_summary.json,offline,10,6,30,0.2,9,48,0.1875,10,37,40,3,0,3,False,False,5
overnight/replays/fixed_journal_012_full_forensics,overnight,complete,forensic_summary.json,,,,,,,,,,,,,,,,,1
overnight/replays/fixed_journal_012_targets,overnight,complete,ablation_summary.json,offline,2,1,5,0.2,2,6,0.3333333333333333,10,37,40,3,0,3,False,False,5
period_selection/batch050_all79_root_refresh,period_selection,complete,period_selection_audit_summary.json,,,,,,,,,,,,,,,False,,1
smoke/recall_batch_001_rerun_d5a956e,smoke,complete,structured_smoke_summary.json,,,,,,,,,,,,,,,False,False,1
structured_smoke,structured_smoke,complete,structured_smoke_summary.json,,,,,,,,,,,,,,,False,False,1
structured_smoke/batch069_field_feedback_probe,structured_smoke,complete,structured_smoke_summary.json,,,,,,,,,,,,,,,False,False,1
structured_smoke/batch071_bounded_normalization_probe,structured_smoke,complete,structured_smoke_summary.json,,,,,,,,,,,,,,,False,False,1
structured_smoke/batch079_retry_contract_probe,structured_smoke,complete,structured_smoke_summary.json,,,,,,,,,,,,,,,False,False,1
structured_smoke_fixer_003,structured_smoke_fixer_003,complete,structured_smoke_summary.json,,,,,,,,,,,,,,,False,False,1
